!SESSION 2023-11-21 18:41:41.468 -----------------------------------------------
eclipse.buildId=2022.2
java.version=11.0.11
java.vendor=Oracle Corporation
BootLoader constants: OS=win32, ARCH=x86_64, WS=win32, NL=en_MY
Command-line arguments:  -os win32 -ws win32 -arch x86_64 -data C:\Users\arush\ece385_final_project\workspace

This is a continuation of log file C:\Users\arush\ece385_final_project\workspace\.metadata\.bak_0.log
Created Time: 2023-11-24 18:16:25.667

!ENTRY com.xilinx.sdk.utils 0 0 2023-11-24 18:16:25.667
!MESSAGE XSCT Command: [::hsi::utils::get_addr_ranges -json C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa microblaze_0], Thread: Worker-81: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-11-24 18:16:25.684
!MESSAGE XSCT command with result: [::hsi::utils::get_addr_ranges -json C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa microblaze_0], Result: [null, {"gpio_usb_int_S_AXI": {"name": "gpio_usb_int",
!MESSAGE XSCT command with result: [jtag targets -set -filter {name =~ "RealDigital Boo 8874292302A7A" && level == 0}], Result: [null, ]. Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:00.388
!MESSAGE XSCT Command: [jtag frequency], Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:00.404
!MESSAGE XSCT command with result: [jtag frequency], Result: [null, 15000000]. Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:00.412
!MESSAGE XSCT Command: [::hsi::utils::get_clock_info -json C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa microblaze_0], Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:00.424
!MESSAGE XSCT command with result: [::hsi::utils::get_clock_info -json C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa microblaze_0], Result: [null, {"Clk": "100000000",
"Dbg_Clk": "",
}]. Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:00.477
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:00.485
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* RealDigital Boo 8874292302A7A]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:00.493
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292302A7A" && level==1}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:00.517
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292302A7A" && level==1}], Result: [null,      2  xc7s50 (idcode 0362f093 irlen 6 fpga)]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:00.525
!MESSAGE XSCT Command: [targets -set -filter {jtag_cable_name =~ "RealDigital Boo 8874292302A7A" && level==0 && jtag_device_ctx=="jsn1-0362f093-0"}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:00.678
!MESSAGE XSCT command with result: [targets -set -filter {jtag_cable_name =~ "RealDigital Boo 8874292302A7A" && level==0 && jtag_device_ctx=="jsn1-0362f093-0"}], Result: [null, ]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:00.678
!MESSAGE XSCT Command: [fpga -file C:/Users/arush/ece385_final_project/workspace/final_project/_ide/bitstream/mario_test.bit], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:02.112
!MESSAGE XSCT command with result: [fpga -file C:/Users/arush/ece385_final_project/workspace/final_project/_ide/bitstream/mario_test.bit], Result: [null, ]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:02.156
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:02.314
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Result: [null, ]. Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:02.322
!MESSAGE XSCT Command: [loadhw -hw C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa -regs], Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:02.429
!MESSAGE XSCT command with result: [loadhw -hw C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa -regs], Result: [null, mb_usb_hdmi_top_14]. Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:02.437
!MESSAGE XSCT Command: [configparams mdm-detect-bscan-mask 2], Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:02.461
!MESSAGE XSCT command with result: [configparams mdm-detect-bscan-mask 2], Result: [null, ]. Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:02.461
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:02.485
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Result: [null, ]. Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:02.493
!MESSAGE XSCT Command: [rst -system], Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:02.509
!MESSAGE XSCT command with result: [rst -system], Result: [null, ]. Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:02.517
!MESSAGE XSCT Command: [after 3000], Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:05.530
!MESSAGE XSCT command with result: [after 3000], Result: [null, ]. Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:05.533
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:05.685
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Result: [null, ]. Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:05.695
!MESSAGE XSCT Command: [dow C:/Users/arush/ece385_final_project/workspace/final_project/Debug/final_project.elf], Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:05.848
!MESSAGE XSCT command with result: [dow C:/Users/arush/ece385_final_project/workspace/final_project/Debug/final_project.elf], Result: [null, ]. Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:05.867
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:05.888
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Result: [null, ]. Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:05.896
!MESSAGE XSCT Command: [con], Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:05.913
!MESSAGE XSCT command with result: [con], Result: [null, ]. Thread: Worker-46: Launching Debugger_final_project-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:05.937
!MESSAGE XSCT Command: [disconnect tcfchan#8], Thread: Thread-296

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:05.948
!MESSAGE XSCT command with result: [disconnect tcfchan#8], Result: [null, ]. Thread: Thread-296

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:38.150
!MESSAGE XSCT Command: [::hsi::utils::get_hw_param_value C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa microblaze_0 C_DEBUG_PROFILE_SIZE], Thread: main

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:38.162
!MESSAGE XSCT command with result: [::hsi::utils::get_hw_param_value C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa microblaze_0 C_DEBUG_PROFILE_SIZE], Result: [null, 0]. Thread: main

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:38.175
!MESSAGE XSCT Command: [::hsi::utils::openhw C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Thread: main

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:38.183
!MESSAGE XSCT command with result: [::hsi::utils::openhw C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Result: [null, ]. Thread: main

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:38.191
!MESSAGE XSCT Command: [::hsi::utils::get_all_periphs -json C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Thread: main

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:38.207
!MESSAGE XSCT command with result: [::hsi::utils::get_all_periphs -json C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Result: [null, {"axi_uartlite_0": {"hier_name": "axi_uartlite_0",
"type": "axi_uartlite",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"clk_wiz_1": {"hier_name": "clk_wiz_1",
"type": "clk_wiz",
"version": "6.0",
"ip_type": "PERIPHERAL",
},
"gpio_usb_int": {"hier_name": "gpio_usb_int",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"gpio_usb_keycode": {"hier_name": "gpio_usb_keycode",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"gpio_usb_rst": {"hier_name": "gpio_usb_rst",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"mdm_1": {"hier_name": "mdm_1",
"type": "mdm",
"version": "3.2",
"ip_type": "DEBUG",
},
"microblaze_0": {"hier_name": "microblaze_0",
"type": "microblaze",
"version": "11.0",
"ip_type": "PROCESSOR",
},
"microblaze_0_axi_intc": {"hier_name": "microblaze_0_axi_intc",
"type": "axi_intc",
"version": "4.1",
"ip_type": "INTERRUPT_CNTLR",
},
"microblaze_0_axi_periph": {"hier_name": "microblaze_0_axi_periph",
"type": "axi_interconnect",
"version": "2.1",
"ip_type": "BUS",
},
"microblaze_0_local_memory_dlmb_bram_if_cntlr": {"hier_name": "microblaze_0_local_memory_dlmb_bram_if_cntlr",
"type": "lmb_bram_if_cntlr",
"version": "4.0",
"ip_type": "MEMORY_CNTLR",
},
"microblaze_0_local_memory_dlmb_v10": {"hier_name": "microblaze_0_local_memory_dlmb_v10",
"type": "lmb_v10",
"version": "3.0",
"ip_type": "BUS",
},
"microblaze_0_local_memory_ilmb_bram_if_cntlr": {"hier_name": "microblaze_0_local_memory_ilmb_bram_if_cntlr",
"type": "lmb_bram_if_cntlr",
"version": "4.0",
"ip_type": "MEMORY_CNTLR",
},
"microblaze_0_local_memory_ilmb_v10": {"hier_name": "microblaze_0_local_memory_ilmb_v10",
"type": "lmb_v10",
"version": "3.0",
"ip_type": "BUS",
},
"microblaze_0_local_memory_lmb_bram": {"hier_name": "microblaze_0_local_memory_lmb_bram",
"type": "blk_mem_gen",
"version": "8.4",
"ip_type": "MEMORY",
},
"rst_clk_wiz_1_100M": {"hier_name": "rst_clk_wiz_1_100M",
"type": "proc_sys_reset",
"version": "5.0",
"ip_type": "PERIPHERAL",
},
"spi_usb": {"hier_name": "spi_usb",
"type": "axi_quad_spi",
"version": "3.2",
"ip_type": "MEMORY_CNTLR",
},
"timer_usb_axi": {"hier_name": "timer_usb_axi",
"type": "axi_timer",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"xlconcat_0": {"hier_name": "xlconcat_0",
"type": "xlconcat",
"version": "2.1",
"ip_type": "PERIPHERAL",
},
}]. Thread: main

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:38.207
!MESSAGE XSCT Command: [::hsi::utils::get_design_properties -json C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Thread: main

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 22:15:38.215
!MESSAGE XSCT command with result: [::hsi::utils::get_design_properties -json C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Result: [null, {"device": "7s50",
"family": "spartan7",
"timestamp": "Sun Nov 12 19:28:45 2023",
"vivado_version": "2022.2",
"part": "xc7s50csga324-1",
}]. Thread: main

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:04:54.749
!MESSAGE XSCT Command: [platform read {C:/Users/arush/ece385_final_project/workspace/butterfly_test/platform.spr}], Thread: Worker-47: Reading platform

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:04:55.564
!MESSAGE XSCT command with result: [platform read {C:/Users/arush/ece385_final_project/workspace/butterfly_test/platform.spr}], Result: [null, ]. Thread: Worker-47: Reading platform

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:04:57.199
!MESSAGE XSCT Command: [platform config -updatehw {C:/Users/arush/ece385_final_project/mario_test.xsa}], Thread: Worker-51: Updating hardware platform

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:04:57.936
!MESSAGE XSCT command with result: [platform config -updatehw {C:/Users/arush/ece385_final_project/mario_test.xsa}], Result: [null, ]. Thread: Worker-51: Updating hardware platform

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:12.880
!MESSAGE XSCT Command: [::hsi::utils::closehw C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:12.893
!MESSAGE XSCT command with result: [::hsi::utils::closehw C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Result: [null, ]. Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:12.897
!MESSAGE XSCT Command: [::hsi::utils::openhw C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:13.141
!MESSAGE XSCT command with result: [::hsi::utils::openhw C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Result: [null, ]. Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:13.145
!MESSAGE XSCT Command: [ ::hsi::utils::set_current_hw_sw C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/sw/butterfly_test/standalone_microblaze_0/system.mss ], Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:13.153
!MESSAGE XSCT command with result: [ ::hsi::utils::set_current_hw_sw C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/sw/butterfly_test/standalone_microblaze_0/system.mss ], Result: [null, ]. Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:13.156
!MESSAGE XSCT Command: [::hsi::utils::get_hw_sw_details -json C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/sw/butterfly_test/standalone_microblaze_0/system.mss], Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:13.162
!MESSAGE XSCT command with result: [::hsi::utils::get_hw_sw_details -json C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/sw/butterfly_test/standalone_microblaze_0/system.mss], Result: [null, {"procname": "microblaze_0",
"osname": "standalone",
"osver": "8.0",
}]. Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 1 0 2023-12-02 23:05:13.164
!MESSAGE Generating MD5 hash for file: C:\Users\arush\ece385_final_project\workspace\butterfly_test\export\butterfly_test\sw\butterfly_test\standalone_microblaze_0\system.mss ...

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:13.168
!MESSAGE XSCT Command: [::hsi::utils::closesw C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/sw/butterfly_test/standalone_microblaze_0/system.mss], Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:13.172
!MESSAGE XSCT command with result: [::hsi::utils::closesw C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/sw/butterfly_test/standalone_microblaze_0/system.mss], Result: [null, ]. Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:16.695
!MESSAGE XSCT Command: [::hsi::utils::openhw C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:16.703
!MESSAGE XSCT command with result: [::hsi::utils::openhw C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Result: [null, ]. Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:16.710
!MESSAGE XSCT Command: [hsi::internal::extract_hw_files -quiet bit mmi bmm -dir {C:\Users\arush\ece385_final_project\workspace\final_project\_ide\bitstream}], Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:16.760
!MESSAGE XSCT command with result: [hsi::internal::extract_hw_files -quiet bit mmi bmm -dir {C:\Users\arush\ece385_final_project\workspace\final_project\_ide\bitstream}], Result: [null, ]. Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:16.766
!MESSAGE XSCT Command: [::hsi::utils::get_design_properties -json C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:16.773
!MESSAGE XSCT command with result: [::hsi::utils::get_design_properties -json C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Result: [null, {"device": "7s50",
"family": "spartan7",
"timestamp": "Sun Nov 12 19:28:45 2023",
"vivado_version": "2022.2",
"part": "xc7s50csga324-1",
}]. Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:16.777
!MESSAGE XSCT Command: [::hsi::utils::get_all_periphs -json C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Thread: Worker-51: Build Project

!ENTRY com.xilinx.sdk.utils 0 0 2023-12-02 23:05:16.787
!MESSAGE XSCT command with result: [::hsi::utils::get_all_periphs -json C:/Users/arush/ece385_final_project/workspace/butterfly_test/export/butterfly_test/hw/mario_test.xsa], Result: [null, {"axi_uartlite_0": {"hier_name": "axi_uartlite_0",
"type": "axi_uartlite",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"clk_wiz_1": {"hier_name": "clk_wiz_1",
"type": "clk_wiz",
"version": "6.0",
"ip_type": "PERIPHERAL",
},
"gpio_usb_int": {"hier_name": "gpio_usb_int",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"gpio_usb_keycode": {"hier_name": "gpio_usb_keycode",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"gpio_usb_rst": {"hier_name": "gpio_usb_rst",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"mdm_1": {"hier_name": "mdm_1",
